iso3,year,indicator_code,variable,value
AGO,2013,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,7.97676918024597
AGO,2013,FR.INR.RINR,real_interest_rate_pct,12.1812486053364
AGO,2014,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,10.1905320738465
AGO,2014,FR.INR.RINR,real_interest_rate_pct,11.8181537124795
AGO,2015,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,10.6112339715732
AGO,2015,FR.INR.RINR,real_interest_rate_pct,20.4438021556634
AGO,2016,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,11.2850858065096
AGO,2016,FR.INR.RINR,real_interest_rate_pct,-4.2095729143764
AGO,2017,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,25.8360610272673
AGO,2017,FR.INR.RINR,real_interest_rate_pct,-6.40113202513861
AGO,2018,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,23.2217366851526
AGO,2018,FR.INR.RINR,real_interest_rate_pct,-3.16527746029895
AGO,2019,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,23.1454688212139
AGO,2019,FR.INR.RINR,real_interest_rate_pct,-0.793754846030958
AGO,2020,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,12.2238112230323
AGO,2020,FR.INR.RINR,real_interest_rate_pct,2.94708845536108
AGO,2021,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,14.9960876543918
AGO,2021,FR.INR.RINR,real_interest_rate_pct,-11.9442469807724
AGO,2022,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AGO,2022,FR.INR.RINR,real_interest_rate_pct,1.73582177685687
AGO,2023,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,10.1987233405644
AGO,2023,FR.INR.RINR,real_interest_rate_pct,-2.02215649816361
AGO,2024,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,14.1307640434436
AGO,2024,FR.INR.RINR,real_interest_rate_pct,-6.62811986562941
ALB,2000,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2000,FR.INR.RINR,real_interest_rate_pct,15.2785042512077
ALB,2001,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2001,FR.INR.RINR,real_interest_rate_pct,15.311595059467
ALB,2002,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2002,FR.INR.RINR,real_interest_rate_pct,10.9719532137276
ALB,2003,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2003,FR.INR.RINR,real_interest_rate_pct,8.89419077403412
ALB,2004,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2004,FR.INR.RINR,real_interest_rate_pct,8.40596001388621
ALB,2005,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2005,FR.INR.RINR,real_interest_rate_pct,9.62860015652314
ALB,2006,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2006,FR.INR.RINR,real_interest_rate_pct,9.98704550225861
ALB,2007,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2007,FR.INR.RINR,real_interest_rate_pct,8.51173734427856
ALB,2008,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2008,FR.INR.RINR,real_interest_rate_pct,9.19915823851396
ALB,2009,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
ALB,2009,FR.INR.RINR,real_interest_rate_pct,9.83773189748574
ALB,2010,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,13.508216768554
ALB,2010,FR.INR.RINR,real_interest_rate_pct,8.35023474045183
ALB,2011,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,18.0478530368439
ALB,2011,FR.INR.RINR,real_interest_rate_pct,10.5583645007965
ALB,2012,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,21.1949876792054
ALB,2012,FR.INR.RINR,real_interest_rate_pct,10.6295054335739
ALB,2013,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,22.2438572106859
ALB,2013,FR.INR.RINR,real_interest_rate_pct,9.44075587277392
ALB,2014,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,21.4603340500502
ALB,2014,FR.INR.RINR,real_interest_rate_pct,6.43617834102525
ALB,2015,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,16.8424536921791
ALB,2015,FR.INR.RINR,real_interest_rate_pct,7.0515158846934
ALB,2016,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,16.5545127518584
ALB,2016,FR.INR.RINR,real_interest_rate_pct,7.66467500828308
ALB,2017,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,11.97172277931
ALB,2017,FR.INR.RINR,real_interest_rate_pct,3.40221801971973
ALB,2018,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,10.4273900688182
ALB,2018,FR.INR.RINR,real_interest_rate_pct,4.41504942562581
ALB,2019,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,7.97222983771094
ALB,2019,FR.INR.RINR,real_interest_rate_pct,5.22293804368143
ALB,2020,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,7.65009174813949
ALB,2020,FR.INR.RINR,real_interest_rate_pct,6.07727270280431
ALB,2021,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,5.39391025321322
ALB,2021,FR.INR.RINR,real_interest_rate_pct,2.49159305432191
ALB,2022,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.78957460572704
ALB,2022,FR.INR.RINR,real_interest_rate_pct,-3.05379036037635
ALB,2023,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.55680329892816
ALB,2023,FR.INR.RINR,real_interest_rate_pct,0.584258766448394
ALB,2024,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,4.00286963845923
ALB,2024,FR.INR.RINR,real_interest_rate_pct,3.99611657840101
AND,2000,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2000,FR.INR.RINR,real_interest_rate_pct,
AND,2001,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2001,FR.INR.RINR,real_interest_rate_pct,
AND,2002,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2002,FR.INR.RINR,real_interest_rate_pct,
AND,2003,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2003,FR.INR.RINR,real_interest_rate_pct,
AND,2004,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2004,FR.INR.RINR,real_interest_rate_pct,
AND,2005,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2005,FR.INR.RINR,real_interest_rate_pct,
AND,2006,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2006,FR.INR.RINR,real_interest_rate_pct,
AND,2007,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2007,FR.INR.RINR,real_interest_rate_pct,
AND,2008,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2008,FR.INR.RINR,real_interest_rate_pct,
AND,2009,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2009,FR.INR.RINR,real_interest_rate_pct,
AND,2010,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2010,FR.INR.RINR,real_interest_rate_pct,
AND,2011,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2011,FR.INR.RINR,real_interest_rate_pct,
AND,2012,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2012,FR.INR.RINR,real_interest_rate_pct,
AND,2013,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2013,FR.INR.RINR,real_interest_rate_pct,
AND,2014,FB.AST.NPER.ZS,bank_npl_pct_gross_loans,
AND,2014,FR.INR.RINR,real_interest_rate_pct,
